yorum,kategori
küçük olur görünmez-iyi olur diye düşünmüştüm-yanılmışım.,Yazım Bozukluğu
i̇lk elime aldığımda hafifliği şaşırttı. i̇çine evrak yüklerseniz ne olur bilemiyorum. neredeyse bir plastik kahve bardağı inceliğinde malzemesi var. tek artısı masa üstünde içinde 2 adet dosya kağıdı ile estetik duruyor olması.,Bağlamsal/Diğer
hepsi̇ buradanin ürün gönderi̇mi̇ çok i̇yi̇,Bağlamsal/Diğer
normalde ucuz piller ile 1 hafta çalışabilen magic mouse'u sadece 1 gün çalıştırabildi,Bağlamsal/Diğer
henüz arabaya yerleştirip ali ile deneme imkanı bulamadık. i̇lk izlenimi aktarmakta fayda var çünkü ben de yorumlara bakıp karar verdim.,Bağlamsal/Diğer
fena degil. eger burun cevresini sabun ile iyice yikayip kurulamazsaniz sabah farkli yerlerinize yapismis olarak uyanabilirsiniz. bir de bu urun digerlerine nazaran burun kanallarini daha az açiyor. bantin icindeki sistem daha sert ve yapiskani daha kuvvetli olmaliydi. bu gevseklikle yapiskanlik dogru orantili; ancak esnekligi daha kuvvetli olsa yapiskanligi notr kalir. beraber olarak elden gecirilmeli. genel anlamda kuralina gore kullanirsaniz aldiginiza pisman olmazsiniz. syg.,Olumsuzlama
delici veya matkap olarak süper yanında gelen uçlarda çok iyi fakat kırma işlemi yaparken ısınıyor ve zorlamaya gelmez kendi ağırlığıyla kırma yapılır kuvvet uygularsanız fazla bastırırsanız bozulur fiyatına göre fena değil,Olumsuzlama
yatırım için güzel bir şey fakat biraz ufak. takı için de ufak gibi geldi bana. ince model diye geçiyor sanırım. normalide olsa iyi olurdu,Bağlamsal/Diğer
içinde kum,Kısa Yorum
"fiyat açısından dışarıdaki marketlerden pek bir farkı yok. fakat oturduğumuz yerden, iş yerinde iken, vakit kaybetmeden alıp, ücretsiz kargo ile ayağımıza kadar getiriyorlar. tavsiye ederim.",Olumsuzlama
"ürünü hepsiburada.comdan aldım. hızlı kargo için teşekkürler. ürünü birkaç kişi birden almıştık. arabaya her binişimde paspas düzeltip durmaktan bıktım. görüntüsü iyi, arabaya hava katıyor diyordum ama artık katlanamayacağım. biryerlere kaldırdım ama bulmaya da niyetim yok.",Olumsuzlama
ben burada aynısını buldum alırken raf ömrünü dikkat edilmesi lazım,Bağlamsal/Diğer
"fiyatı uygun ama, resmin çözünürlüğü düşük, tahtaları biraz ince. ama resim duvara asıldığında güzel görünüyor.",Bağlamsal/Diğer
"saatin kurma kolu sıkışık geldi saati ayarlamak için 10-15 dk uğraştım, tarihinle hiç uğraşmadım bile.",Olumsuzlama
ürün hızlı bir şekilde teslim edildi. oldukça kullanışlı bir ürün.,Bağlamsal/Diğer
romu disinda guzel bir telefon,Bağlamsal/Diğer
sadece ergen yaştaki çocukların jilet yerine bu makinayı kullanması yeterli ama her gün kullanmalı 3 gün sonra kullanırsa işe yaramaz,Bağlamsal/Diğer
"ben ilk önce bu sinir bozucu alarm mekanizmasını söktüm, sonra kahve öğütücüsünün kahve demlenirken yerinde olup olmadığını kontrol eden mekanizmayı söktüm ki kahveyi önce öğüteyim sonra öğütücü nemlenmesin diye makinenin içinden çıkartıp kenara koyabileyim diye. böyle bir süre idare ettim fakat sonra su borusunda tıkanma meydana geldi ve orada makine ile işim bitmiş oldu. garantiyle felan da hiç uğraşmak istemedim. zaten öğütücüsü de iyi bir öğütücü değildi. değirmen sistem bir öğütücü ve ayrı bir kahve makinesi aldım çok daha verimli oldu. bu makineyi yapan kahve içmeyen birisi belli ki, almak benim için para israfı oldu.",Olumsuzlama
sahte ayirsin derseni̇z i̇şe yarar,Bağlamsal/Diğer
bende sipariş verdm umarım iyi çıkar.ve erkenden gelir.memenun kalırsam önericem ama mutlaka yağını almayı unutmayın derim.ben hemen sipariş verdim birlikte..,Bağlamsal/Diğer
aynı markanın 16000lik modelini aldım ilk haftalar 6s plus'ı 3.5 şarj ediyordu 2-yada 3 ay sonra bu ikiye düştü görelim bu nasıl performans saglayacak,Bağlamsal/Diğer
güzel bir rimel ama beklentiyi fazla yüksek tutmamak gerekiyor. daha önce max factor rımellerini kullanmamıştım denemek için almıştım ama güzel ve dolgun kiprik isteyen arkadaşlara maybelline ürünlerini tavsiye ederim.,Bağlamsal/Diğer
parçalarında ince işcilik yok.,Olumsuzlama
"acil durumlar için kullanılır, başlığı hafif çekince de yerinden çıkıyor, biraz basit bir ürün.",Bağlamsal/Diğer
3- pilini kaliteli alıyorum fakat 2. kullanımdan sonra bitiyor.,Bağlamsal/Diğer
"eşime hediye olarak almıştım ancak çevirmesi çok hafif geldi o nedenle bir de bileklere takılan ağırlıklardan sipariş edince mükemmel oldu..çok az yer kapladığı için bilgisayar,tv ve masa başındayken de spor yapma imkanı sağlıyor.",Bağlamsal/Diğer
"tablo güzel renkler canlı ve baskının kaliteli olduğu belli fakat duvara asmak için her bir parça için 2 tane çivi çakmanız yada duvara vida atmanız gerekiyor yada çift taraflı bant kullanılabilir, aslında duvar askısı için içinden aparat çıkması daha güzel olurdu, çok uğraştığım ve yorulduğum için keyfim kaçtı yinede güzel resim. ayrıca kampanya varken tabloyu aldığımda indirimli aldığım için sevinirken aldığım ücretten daha da düşmesi beni üzdü bu sefer olmadı hepsiburada.",Olumsuzlama
güzel pirizle calısıyo pilde takılıyo ama pil işe yaramıyo sadece elektlrlk kesilince saati otamatik ayarlıyor,Bağlamsal/Diğer
sert plastik fakat parçaları takarken kırılma ihtimali çok yüksek nazikçe takmanız gerekiyor. küçük tencere ve tavaları dolapta toplamak için birebir,Bağlamsal/Diğer
ürün fiyatı oldukça iyi. oyun vb uygulamalar için keşke yanında bir kumanda olsa güzel olurmuş. eksikliği hissediliyor. uygulama çeşitliliği artmalı. birde ne kadar ayarlarsanız ayarlayın kesinlikle tam olarak netliğe sahip değil. biraz daha gelişmeli bence. s7 ve s7 edge ile denedim netlik problemi maalesef çözülmüyor. i̇ş görür ama fiyatına oranla daha iyi bir performans bekliyordum.,Olumsuzlama
"bu ürünün 41 numarası bir harika. ama kışın koyu kalıyor, o sebeple 05 numarasını aldım. kapatıcılık konusunda 05 numara 41 numara kadar başarılı değil. zaten adı da transparan olarak geçiyor.",Olumsuzlama
derisinin biraz sert olmasından dolayı tamamen elinizin şeklini almıyor ama parasına göre değecek bir ürün.eger daha iyisi olsun derseniz paranıza kıyıp daha iyisini almanızı öneririm.,Bağlamsal/Diğer
yemeklerde asiri rahatsiz edici koku yapior onun disinda gayet pisirimi cok guzel..,Bağlamsal/Diğer
aldığım ürünün hediyesi de gelirse memnun olacağım,Bağlamsal/Diğer
verdiğim para çöpe gitsin diyenler varsa alsın.,Bağlamsal/Diğer
ince ama iş görür.,Kısa Yorum
benim de görüşüm bu telefon yakın zamanda oldukça fiyat indirir.,Bağlamsal/Diğer
ilk denememde kol altında etimi bıçağının arasına sıkıştırdı hemde bi kaç kez onun dışında ayaklarda kullanımı fena değil ışığının olmasıda işinizi kolaylaştırıyor,Olumsuzlama
"kullanımı gayet basit bu yönden iyi ama hafif engebeli yollarda düşecek gibi oluyor, sarı ve beyaz plastik gibi olan bölge çok kolay düşebiliyor, yapıştırıcı gibi birşeyle sağlamlaştırmanızı öneririm.",Yazım Bozukluğu
beklentinizi karşılaycak bir ürün. fiyatına göre güzel ürün tavsiye edilir. piyasa ürünlerine göre idealdir. 24 saat içinde ankaraya ulaştıran hepsiburada ya teşekkürler..,Bağlamsal/Diğer
arka koltuk icin ford fiestaya eni dar geldi.,Bağlamsal/Diğer
hem iyi hem mini telefon almak istiyorum.,Bağlamsal/Diğer
yinede hepsiburdaya ve kargoya tşklr,Bağlamsal/Diğer
bu kadar ufak olmasını beklemiyordum ama yinede bu fiyata yeni başlayanlar için ideal olduğunu düşünüyorum. sapının esnek süngerden yapılması avantaj.,Bağlamsal/Diğer
2k ekran ihdiyacına gerek yok bi telefon 800x400 olması yeterli bence cktiği fotograflar videolar zaten yüksek bilgisayarda tv de izlenecek insan gözü telefonda 2 k görüntü detayını görmez ayrıca pil ömrü azaltır ekranın büyük olmasıda eksi lumia 930 kamerasını hic bi telefon tutmaz inceleyin,Olumsuzlama
- hazne temizliği zor,Kısa Yorum
- kamera için ayrıca bir tuş yok. ekrana dokunarak çekildiği için net çekim yapılamıyor. i̇llaki el titriyor. kamera kullanışını etkiliyor...,Olumsuzlama
hepsiburada hizmet kalitesi ile bu telefonu alalı yaklaşık 1 ay oldu.önce kullanıp sonrasında faydalı olmak adına yorumumu eklemek istedim..tasarımı kullanımı kamerası şarj süresi ekran netliği vs açısından bir problem görmedim..arka kamera gayet güzel.ön kamera fena değil ancak!!! hafızanın 8 gb olması ve google play hizmetleri adında abuk subuk programların tlf hafızasını doldurmuş olarak gelmesi sizin indireceğiniz programlara büyük sorun teşkil ediyor..indirdiğiniz bir kaç küçük programdan sonra yeterli depolama alanı yok diyecektir..kısmen hafıza kartına taşısanızda yine dolu diyecektir..ikinci husus hoparlör gücü çok düşük yanınızda çalan tlf nu duymama imkanınız var tabi bu ortama göre değişir..bu konuda kesinlikle tavsiye etmiyorum..sonrasında pişman olmamak adına hafızası ve ses gücü yüksek bir tlf alın derim..,Olumsuzlama
chip i hemen bitti,Kısa Yorum
sonuc olarak bu fıyata alınabilecek guzel bir cihaz.orta derece makına arayanlar icin ideal.,Bağlamsal/Diğer
"kamerası prof değil,ama iş görür nitelikte.",Olumsuzlama
elektrik sobasının kırılan ayağını almak için almıştım,Bağlamsal/Diğer
"urun cok kaliteli cok ucuz ama 8"" tabletlere (amazon kindle fire hd 8) olmuyor.",Bağlamsal/Diğer
sanirim i̇hti̇yaci olan eski arabalar,Bağlamsal/Diğer
**yıldız pek beyenmedim.,Kısa Yorum
- ele otururken biraz küçük kalıyor,Bağlamsal/Diğer
ürün ile ilgili çok şikayetim yok beklediğim kalitede resimlerde gösterilenden daha iyi fakat ped olayını yorumlardan okumadan almış bulundum ve maksadını çok anlamamakla birlikte aldım ve kullanıyorum şimdilik memnunum,Olumsuzlama
adore vlt-270 manager elite yönetici koltuğu,Bağlamsal/Diğer
"kimse yazmadığı için buraya yazıyorum ben bunu çok aramıştım benim gebelik öncesi cup ölçüm 85b idi şunda 38haftalık gebeyim tabi herkese göre değişir ama 95aldım oldu, azıcık büyük gibi ama emzirirseniz durum değişeceği için ona göre seçin bedeni.kumaş kalitesi idare der çok yumuşak ve sık dokma değil ama fiyatına göre makul.",Olumsuzlama
fırçalar çok kalın diş aralarınıza girmez . firma güvenilir tavsiye ederim.,Bağlamsal/Diğer
ürünü yaklaşık iki haftadır kullanıyorum spor yaparken gerçekten işe yarıyor çok güzel terletiyor yatarken kullandıgımda pek işe yaramıyor ama spor yaparken çok güzel terliyorum tavsiye edeilir.,Bağlamsal/Diğer
"daha önce kullandim..ama kokusu çok i̇yi̇ deği̇l.traş kolonyasi kokusu var.ama bu tür kokuyu beğenenlere tavsi̇ye ederi̇m..ama fi̇yat olarak uygun.sürekli̇ taki̇p ederseni̇z,arada fi̇yati düşüyor.fi̇yati düşünce alin deri̇m.",Yazım Bozukluğu
"ürün resimdekinin aynısı, ben ayakbileklerim için aldım cırtcırtların çok azı tutuyor, ileride çıkabilir çok kullanışlı gelmedi bana, daha önce 500 gr lık olanları kullanıştım onlar daha kullanışlı",Bağlamsal/Diğer
ürün çok kaliteli zaten honeywell markasını tartışmaya gerek yok ama viessmann marka kombime uyum sağlamadığı için iade etmek durumunda kaldım. ürün açıklamasına eklenirse benim gibi diğer kişilerde boşuna almış olmasın.,Olumsuzlama
bundan sonra bu siteden bir ürün siparişi verdiğimde hep aynı tereddütü mü yaşayacağım?? bilemedim..,Bağlamsal/Diğer
yorumlara aldanım aldım ama bu kadar beni bayan bir koku görmedim. hemen babama hediye ettim valla.,Bağlamsal/Diğer
"snapdragon 617 , geçmiş olsun.",Bağlamsal/Diğer
5. dış görünüşü zarif ve çift kapak ile gelmesi,Bağlamsal/Diğer
"öncelikle farın aydınlatma gücü oldukça yüksek, karanlık yollarda vs çok etkili. montaj sonrası görünüşü de fiyatıyla kıyaslandığında kesinlikle başarılı..",Bağlamsal/Diğer
"deriden çok vinlekse benziyor, medium boyut sipariş vermiştim sanki small dan daha küçük",Bağlamsal/Diğer
ürün çok ısınıyor ama idare eder,Bağlamsal/Diğer
"kışın yağmurlu havalarda, gerçekten çok başarılı, suyu çok iyi tahliye ediyor, kızaklama durumum pek olmadı.",Olumsuzlama
öncelikle hepsiburada.com firmasina her zamanki gibi verdigi kusursuz hizmet icin teşekkür etmek isterim.,Bağlamsal/Diğer
aracınızda cila varsa (ki benimkinde var) test ettim.,Bağlamsal/Diğer
1- mikrofon kötü karşı tarafa ses gitmiyor.,Bağlamsal/Diğer
"ürün; tek parça değil, boru izalasyon sügerini bir malzeme içine koymuşlar. bu ürün fotosuna kandım, kapı kalınlığını kedi kavrayamaz. tekparça elastik sünger ve kapıya kendi tutunma özelliği yokk.",Olumsuzlama
daha önce başka bir modelini aldım...üç dört traşolup verdiğim parayı kurtarmışımdır diye avunuyorum..yine abimin 13 senedir tık demeyen babyliss for men makina ile kesiyorum..gerisi hava cıva..,Yazım Bozukluğu
malzeme fiyatına göre oldukça iyi aracıma taktığım zaman çirkin bir görüntü oluşturmadı tavsiye ederim.,Bağlamsal/Diğer
ilk kullanımda gayet iyi hatta fazlasıyla iyi araç kapılarına bahçe kapısına sürgülerine menteşelerine uyguladm ilk zamanlar iyi fakat 1 ay geçtikten sonra metala yapışan slikon gibi sertleşiyor bu sadece bendemi oldu anlamadm,Bağlamsal/Diğer
"telefon elime geceli uç gün oldu. kastamonu ya iki gün içinde kargo ulaştı. bu bakımdan tesekkur ederim. ürüne gelince, bu paraya çok daha iyisi alınabilir. şöyle ki: birçok telefonun 4,5 g hizmeti durabildiği yerde 3 g hizmetini ancak verebiliyor. bir kaç telefonun 4,5 g hizmeti verebildiği yerde 4g de verebiliyor. tam merkezi yerlerde bazen 4,5 g oluyor. i̇kincisi, parmak okuyucu kalitesiz. tek parmak okutursaniz sıkıntı yok. parmak sayısı arttıkça işlerlik azalıyor. üçüncüsü şarjı çabuk dolmasına karşın internette uç saatte tukeniyor . dorduncusu konuşurken karşinin sesi fısıltı seviyesinde geliyor. artısi ise, çok hafif. altın rengini aldım, çok estetik duruyor.",Olumsuzlama
"arkadaşlar ürün fiyat olarak bir şey değil ama bence yarar konusu tartışılır. kullanmak için batarya bloğunu çıkaracaksın, sonra bataryayı çıkartıp, bu lg cam plus a takacaksın -ki elinde kalıcak diye korktuğun için zorlayamıosun sökerken- sonra teli tekrar açacaksın. üzerinde bulunan bir düğme ile zoom in-out yapacaksın, diğerini de denklanşör olarak kullacaksın. ne gerek var ki. uğraşmazsın bence. % 80 indirimin sebebi de bu bence.",Olumsuzlama
"ürün gayet güzel temizliyor, fakat deterjanın kokusu çok sert ve ağır, astımım var, yoğun kokular ekstra rahatsız eder beni, mutlaka çift durulama yapıyorum, almak isteyen kokusunu göz önünde tutmalı bence, diğer çeşitini bu ürün bitince deneyeceğim, belki daha soft bir kokusu vardır diye umuyorum :)",Bağlamsal/Diğer
makina biraz küçük ayrıca malzemesi çok dayanaklı durmuyor ama ısıtması güzel. küçük aileler için kullanışlı olabilir,Bağlamsal/Diğer
2 yaşındaki oğlum kilidi yapistirdigim dolabı bir çekişte açtı. kilit biraz kuvvetli çekince kendiliğinden açılıyor.,Bağlamsal/Diğer
"ürünü 11-17uyumlu yazısını ve fiyatını görünce hemen aldım ve ürün elime geçti benim bilgisayarım lenovo z710 17,3 soğutucunun üzerine bilgisayarın koyduğumda altında kayboluyor. fanları güzel ve sessiz çalışıyor ama 17 bilgisayarları soğutmuyor!",Bağlamsal/Diğer
artılar ;,Kısa Yorum
ürün on numara. tek sikintisi daha once acilmis kutuda geliyor ve 3 gun sonra bozuluyor. paraniz coksa hic dusunmeden alin.,Bağlamsal/Diğer
"hepsiburada da indirim vardı.satıcı bir başka şirket değil, hepsiburada kendi satıyordu. ürün geldi. parfümün koduna baktım internetten, son kullanım tarihi ne daha 27 ay var.bundan sonra internetten parfüm almam.",Olumsuzlama
kokusu ve aroması güzel ama biraz biraz ağır. paketi açar açmaz bütün ev kuru kahve dükkanı gibi kokuyor. türk kahvesi içmeyi çok severdim. bunun tadı da nescafeden ziyade türk kahvesine benziyor. bir kerede en fazla bir fincan içilir.,Bağlamsal/Diğer
ürün de takılma ve donma çok fazla oldu. sadece film izlemek isterseniz olabilir.,Bağlamsal/Diğer
11 aylık çocuğuma 1 hafta dayanabildi. hem çekince hemen açılıyor hemde zorlayınca yapışkanı sökülüyor.,Bağlamsal/Diğer
"ama genel olarak bu fiyatlara daha iyisini bulmak zor,samsung da olsa alınabilir bir telefon olduğunu belirtmek isterim.",Bağlamsal/Diğer
ürün tam fiyatına göre ne iyi ne kötü krom olanları terih ederim herzaman bu arada kargo cok hızlı 1 günde teslim aldım,Karma Duygu
ürün güzel ama biraz daha ucuz olabilirmiş,Bağlamsal/Diğer
aldım kullanıyorum. yumuşak guzel lastık fakat yol sesi biraz ugultu var,Bağlamsal/Diğer
arka panonun resmini de koyarsanız giriş çıkışları görebiliriz...yoksa satınalmanın manası yok!!,Olumsuzlama
"klavye iletişimi biraz zayıf, yazmak için iletişim kurmasını bekliyorsun. şu alana dahi tıklayıp yazmak için 10 saniye geçti. geri kalanı özellikleri güzel. fare ile 10 - 15 dakika işlem yaptıktan sonra klavye ile işlem yapmak için 5 - 10 saniye beklerim diyen varsa alsın.",Bağlamsal/Diğer
parasına oranla fena değil alınabilir nitelikte..,Olumsuzlama
"ekstra olarak montaj şeması çıkmıyor fakat o kadar önemli değil her parça yerini buluyor. birde çekmece raylarından biri hatalı gönderilmiş tam yerine uymuyor, ufak bir sürtünme oluyor.",Olumsuzlama
hızlı gönderim ve sağlam paketleme için firmaya ve siteye teşekkürler. ürünü almadan önce bir çok kullanıcı yorumu okudum neredeyse tümü mükemmel demişler. ama galiba mükemmel ne demek tam anlamı bilinmiyor. ürünün bir kaç eksi yanı var ki bu onu mükemmellikten beri tutuyor. öncelikle ürün çok çabuk ısınıyor.( 5 dk sonra elinizde tutamıycanız kadar) ayrıca çok gürültülü. en büyük eksisi ise başlıkları baya zor değiştiriliyor. ama iyi yanları da yok değil bıçağı çok keskin. dayanıklı görünüyor. ayrıca ek parçalarıda kaliteli sayılabilir.,Olumsuzlama
i̇cindeki kumlar az dökülüyor başka sorun yok,Olumsuzlama
zamanında usb girişi olan 70000 serisi uydu alıcılarında mp3 müzik bile çalınamıyordu :d,Bağlamsal/Diğer
"tam şarjı ile sadece 5-10 dk çekim yapılabiliyor sonra şarj bitiyor,",Bağlamsal/Diğer
ürün vaatlerinden en önemlisini yerine getiremiyor malesef. çok kaliteli bir kağıt kullanmama rağmen çift taraflı baskıda mürekkebi dağıtıyor kağıda. ve elinizi yazılara sürdüğünüzde resmen mürekkep dağılıyor. kalem darbelerine dayanıklı baskı yazıyor özelliklerinde ama daha parmağınızı değirdiğinizde dağılıyor. düşündürücü :/ gerçekten çok hızlı. baskı kalitesi de diğer injekt yazıcıların neredeyse yarısı diyebilirim.,Bağlamsal/Diğer
tamam ekran boyutu fiyatına göre cazip gelebilir ama ben aldım ve aynı gün iade ettim. i̇ade işlemindeki hız için hb' ye teşekkürler.,Bağlamsal/Diğer
fiyatıyla doğru orantılı bir ürün. benim beklentilerimi karşıladı.,Bağlamsal/Diğer
çay makinası değil su ısıtıcı mantığı ile çalışıyor. su kaynıyor kapanıyor sıcak çay içmek istiyorsanız sürekli yerinizden kalkıp düğmeye basacaksınız.,Olumsuzlama
uyurken boyun ağrılarım için almıştım. şimdi kullanıyorum. tavsiye ederim herkese.,Bağlamsal/Diğer
"telefonun hızına, kamerasının kalitesine söyleyecek söz yok. ama olumsuz yanları da var. şarjı çabuk tükeniyor. dokunmatik hassasiyeti çok iyi olmasına rağmen, bazı durumlarda sorun yaşanıyor. forumlarda arattığınızda bu konularla ilgili sorunları görebilirsiniz. ve satın alırken iyi düşünün, yaşadığınız sorunlardan dolayı iade etmek istediğinizde telefonu açtığınız için iade imkanı tanınmıyor. mağdur olmayın.",Olumsuzlama
ürün bu fiyata göre iyi sayılır. tek dezavantajı ürünün tamamen demonte gelmesi. bayağı uğraştıracağa benziyor.,Bağlamsal/Diğer
"yıllar önce kullanmıştım ve burada görünce fiyatınıda uygun bulup aldım,fakat kullanınca pek orjinali gibi durmadığını hissettim,çünkü bundan 14-15 yıl öncesi bu kokuyu kullandığımda kalıcılığı daha yüksekti,şimdiki alıp kullandığımı her gün hatta sabah akşam kullanıyorum hiç o eski tadı vermiyor.",Olumsuzlama
16 gb hafızanın 13 gb ı makinede dolu 3 gb neye yetecek,Bağlamsal/Diğer
büyük ekran severler için ideal 2.gb ram teli uçurmuş..ön selfi kamerası harika ama arka ana kamera tek kelimeyle berbat greenlenme bu cihazların hastalığı batarya bir fiil oyun oynayan nete girenleri üzebilir şarzı hızlı tükeniyor onun haricinde 1 günü hatta 2.günü çıkarabilirsiniz.kasa çok ince ve şık çözünürlük tatminkar.fiyat ise 2. elde 500 lere düşüyor.,Karma Duygu
tek kullanımda bile kireç cam olması sebebiyle kötü bir görüntü oluşturuyor bu sebeple çok sık temizlenmesi gerek.,Bağlamsal/Diğer
"gerçi ebatlarını yazıyor ama, ben standarttır diye dikkat etmemişim.",Bağlamsal/Diğer
i̇şinizi görüyor hatta şuan bazen bende açılmayıp kırmızı ışıkda kalıyor bi kaç sefer aç kapa yaptıkdan sonra açılıyor. yani çok kaliteli değil çabuk bozulabilecek bir yapıda ama fiyatına göre idare eder.,Olumsuzlama
eşi̇m çok pahali buldu,Kısa Yorum
her gün traş olanlar alabilir değil hafta da 1 traş oluyorum diyaorsan yaklaşma mac3 doğru tercih olur 5 bıcak araları dar olduğu için doluyor mac3 daha geniş araya sahip bu detay çok önemli ben aldım pişmanım bıçaklar bitene kadar gün aşırı traş olacağız artık :))),Olumsuzlama
uzun zanandı vücüt gelistirmek amacıylada olmasada danbıl halterle calıs mıs biriyim nedense bu spor aleti beynime yattı resimde salamlıgıyla güven veriyor ama yinede dedirginim sipariş veripte kullanan varsa beni bilgilendirsinler yakında bnde siparis vermek istiyorum insallah saglam çıkar,Yazım Bozukluğu
kullanışlı görünse de biraz dar.,Bağlamsal/Diğer
"öncelikle taşlar çok büyük değil, ayrıca parlaması için koyacağınız yerin çok karanlık olması gerekiyor aksi halde çok etkili olmuyor.",Olumsuzlama
bunca yazılanlari umarım ciddiye alırlar,Bağlamsal/Diğer
"10 yaşında oğlum kendi istedi aldım. ama uyarmıştım. sabah kalktığında saatin kaç olduğunu anlayamazsın diye. akrep, yelkovan kesinlikle beyaz olmalıydı ya da zemindeki tuğra daha soft, daha pastel olabilirdi. ayırt etmek zor oluyor. saatin kaç olduğunu zor anlıyorsun. kesinlikle açık renk zeminli, koyu kadranlı bir saat almanızı tavsiye ederim. saat sessiz çalışıyor. bu iyi bir özellik.",Bağlamsal/Diğer
"ürün elimize geçtiğinde, bedene dokunan iç yüzeyler (beyaz) yer yer sararmıştı. kullanılmış hissi uyandırdı...",Bağlamsal/Diğer
ürün gerçekten iyi yalnız ben daha önce hiç çadır kurmadım bu sebepten kullanım kılavuzuna başvurmam gerekti ancak çıkan bir a4 kağıdına saçma sapan resimleri olan ne olduğu belirsiz bir a4 kağıdı sonuçta kurdum ama klavuza bakmadan tahminlerimle baksaydım hala uğraşıyor olurdum :),Olumsuzlama
3 haftadr kllnyrum eksikleri var 1-navigasyon uygulaması yok parayla bile alamıyosun. 2-androidin babası (marketandroid) den hiç bir uygulama indiremiyosun. 3-çoğu videoyu açılmıyor flash var fakat ne yazıkki indrmyorsnz..tabiki bunlar yazılımsal problemler. telefon mekanik olarak bir sorun yok gibi..,Olumsuzlama
diğer markalar kasa/ekran oranı ve ekranda kullanılabilir alan için yatırım yaparken ekranın altındaki sanal tuşlar çok saçma olmuş ve kaldırılamıyor.,Bağlamsal/Diğer
i̇nternetten el bedeni nasıl bulunacağına bakarak m beden aldım çok az bi sıkma var inşallah genişler zamanla,Bağlamsal/Diğer
ürün çabuk ulaştı elime . zaten markası belli fiyatı piyasa fiyatına yakın. kargoyla beraber pek hesaplı olmadı ama idare eder.,Olumsuzlama
uzun süredir kullanıyorum edt olması sebebiyle ciddi bir kalıcılık beklemiyorum. ama son süreçte esans miktarını iyice düşürmüşler. önceden enazından sabahtan öğleye kadar kokuyu ara ara hissediyordum. şuanda sabah evden çıktığım anda kokunun etkisi gidiyor. sıktıktan 1 saat sonra üzerimi kokluyorum kokuyu alamıyorum,Bağlamsal/Diğer
"bu telefonu iki aydır kullanıyorum, pili evet diğer akıllı telefonlara göre uzun sürüyor, internette sık dolaşırsanız 1 gün, az kullanırsanız 2 gün bile idare ediyor. mor renkli kapağı da gayet güzel duruyor telefonda.",Bağlamsal/Diğer
"1 - ekranda yatay beyaz saydam şeritler var,",Bağlamsal/Diğer
"montajı hatalı yapılmış olmalı,ancak orijinalini aratmıyor.",Bağlamsal/Diğer
yazlık fiatına göre iyi bi ürün...,Bağlamsal/Diğer
telefon menüsü çince geldi..türkçe yapana kadar canım çıktı. şarz cihazı ise ülkemize uygun değil. umarım bu telefonun garantisinde sorun yaşamam...,Olumsuzlama
"çok profesyönel değil tabi ki,fakat almayı düşünüyorum.",Olumsuzlama
"fiyat uygun ama iç silikon elyaf yeterli değil, yarım kg kadar da silikon elyaf alırsanız işinize yarar.",Olumsuzlama
- leri,Kısa Yorum
gerçekten sağlam duruyor barlarda çok ağır değil 20 kg toplam ağırlık var yani öyle düşünün. ancak bana gelen ürünün bir civatası eksk onu da gönderirlerse çalışmaya başlayacağım :),Olumsuzlama
yorumlarda yazanlardan yola çıkarak ve asus diye aldım.,Bağlamsal/Diğer
açıklamayı lütfen dikkatli okuyun. dahili uydu alıcılı demiyor. sadece uydu alıcılı yazmışlar. yani uydu alıcısını eski sistem ayrıca gönderiyorlar. alacakların dikkatine,Bağlamsal/Diğer
monitörün rengi sanki biraz soluk gibi fakat 1ms olduğu için oyunlarda gecikme olmuyo fakat monitör 60hz. oyun için kullanmak istiyorsanız 75hz ve daha üstü modellere bakmanızı tavsiye ederim,Bağlamsal/Diğer
çok kali̇tesi̇s çikti bu paraya bu kadar heralde bi̇rdaha si̇mbo ürün almam.,Bağlamsal/Diğer
versace blue jeans almadan rochas kullanıyordum 2 senden beri yorumlara bakarak aldım bu parfünü parfüm bugün elime geçti ama yorumlardan olsa gerek beklentilerim çok yüksekti ama beklediğim gibi mükemmel bir kokuyla karşılaşmadım önceden kullanmayan arkadaşların parfümü almadan önce bir kere kuklaması lazım parfümü rochas dan şaşmıycam artık.,Bağlamsal/Diğer
kamera performansı vasat onun dışında fena değil 720p çözünürlük lü samsung cihazlara bakarak ekrandıda iyi değil 2gb ram 16 gb rom artı arttırılabilir hafızada diğer avantajları.,Olumsuzlama
tabanca kısmından o kadar su taşıyor ki. musluğunuzu başlığını değiştirip(ki bu bütün benzer ürünlerde yapmanız gereken bir şey) ve tabanca tarafını teflonla sağlamlaştırırım diyorsanız alın.,Yazım Bozukluğu
i̇ki̇ kere kullandim tam i̇steni̇len şeki̇lde bi̇r parlaklik ve koyuluk vermedi̇ ama i̇dare eder ben daha önceleri̇ badem yaği sürüyordum oda kisa bi̇r süre sonra toz yapişiyorde oda çamur gi̇bi̇ oluyordu bunda öyle bi̇r şey olmadi.,Olumsuzlama
kokusu 10 üzerinden 7 alır kalıcılığı ise 4,Bağlamsal/Diğer
ürün güzel teslimat süresi 2 gün onda da bir sıkıntı yok ama kornası boş çıktı.,Olumsuzlama
"2.5 inc harddisk kabı olarak biraz büyük, boyutu biraz daha küçük olabilirmiş.",Bağlamsal/Diğer
