yorum,kategori
"ürün fiyat olarak uygun geldi ama yorumlardan tedirgin oldum ve bizzat gözümle görmek için başka yerlerde izlemek istedim. gördüm ki burada yapılan yorumlar doğru, yani görüntü netliği çok iyi değil. bu sebepten ben başka markaya yöneldim ve dışarıda izledim geldim buradan aldım. neden mi uygun fiyat ve hizmet kalitesinden yıllardır hiç rahatsız olmadım. teşekürler hepsiburada.",Olumsuzlama
cihaz bu senaryoyu desteklemiyor i̇nternetiniz ile kablolu ağ girişli ürünlerinizi buluşturun,Bağlamsal/Diğer
bu zamana kadar kizim icin hep prima premium care kullandık. nasıl olduysa burdan sipariş verdiğim bezler kızımın poposunda pisik ve kizarikliga neden oldu. hemen marketten başka prima premium care aldım ve aynı gün kızarıklık gitti,Bağlamsal/Diğer
birincisi ürün tam türkçe değil artı ekran yazıtipi ayarlarını büyütünce mesaj gönderme ve okuma yapmıyor hata veriyor google play veya internet üzerinden sistem güncellemesi yapmıyor sitesinden dosya indirip güncelleme yapabiliyorsunuz telefon kibar ince ama eksileri bunlar sıkıntılı bence bu şekilde piyasaya sürmeleri hata.,Olumsuzlama
urunler bekledigimizden cok kisa ve dar.,Bağlamsal/Diğer
2- eğer bölgenin üzerinden bir kaç defa geçerseniz size ertesi gün sivilce olarak geri dönüyor.,Bağlamsal/Diğer
telefonu inceledim. flaşı olmaması eksisi ve dokunmatik ekranı biraz daha hassas olaubilir. ama b fiyata bu kadarı da çok iyi... siparişimi veriyorum...,Bağlamsal/Diğer
bu fiyata on numara bi telefon tavsiye ederim ama cok ısınıyor.,Bağlamsal/Diğer
telefon işlemcisi olsun hızı olsun gercekten cok iyi fakat su gibi sarj içiyor gün sonuna kadar sarj dayanması mucize adeta almadan iyi düşünün eger sarj sizin için problem değilse bu telefon harika,Olumsuzlama
"plastik kalitesi ortalama,",Kısa Yorum
arabamın koltuklarını temizlemek için 2 kutu aldım. 1 kutu ancak ön iki koltuğu temizlemek için yeterli oluyor. o nedenle 2 kutu almada fayda var. kullanımı kolay. tavsiye ederim.,Bağlamsal/Diğer
tereddutlerım olmasına ragmen urunu aldım sıparısım gecıkmeden ve hıcbır sorun cıkmadan elıme ulaştı.. suan ben cok memnunum.. evde spor ıcın yapabılecegım en ıyı sonucuda alabılecegım ucuz olan tek mekık aletı.,Bağlamsal/Diğer
"cihazı hatta takıp kullanmaya başladım, kesinlikle alınabilir, parasını fazlasıyla hak ediyor, sesi ve çekim mesafesi iyi .ev ve iş yerleri için ideal..",Bağlamsal/Diğer
kendimin vardı bi adette hepsiburadadan geçen hafta öğrenci olan oğluma aldım ihtiyaca cevap veriyor tek eksiği yıkanırken bütün yıkamak zorundasınız fiyat olarakta uygun tavsiye ederim.,Bağlamsal/Diğer
ürünün üzerindeki açıklamada suyla yıkanırsa daha etkili olur yazıyor.,Bağlamsal/Diğer
motosiklet cizmesinin icine giymek icin aldim. kis sezonu boyunca 4-5 tane kullandim. sicak tutmasina tutuyor ama topuk kismi asiniyor ve giyilemez hale geliyor. bundan 4-5 tane almak yerine kaliteli 1-2 tane almak daha mantikli.,Bağlamsal/Diğer
kablosu kisa eli̇ni̇zde ti̇tri̇yor kullanirken.ben 2 dk kullandim başim ağridi.. takilan aparak yeri̇ne komple ti̇tri̇yor.aparaklari naylon .pek beyenmedi̇m.,Yazım Bozukluğu
vi̇dalar dişarda kaliyor. görüntü ?,Bağlamsal/Diğer
önceli̇kle hepsi̇ burada ya teşekkür ederi̇m. hi̇zmet kali̇tesi̇ ve hizli gönderi̇mleri̇ oldukça güzel ve hizli ancak bu ürün problem,Bağlamsal/Diğer
"ürünü 2 gün önce aldım. hepsiburadadan her zaman alışveriş yaparım,çok memnunum. basit bir elektrikli süpürge ararken de hepsiburadayi tercih ettim. makine gerçekten çok şirin,ufak, çekiş gücü çok iyi. gürültülü çalışıyor ,aksamı çok kaliteli gözükmüyor, bu fiyata böyle oluyor herhalde. kullandığım ilk gün kablo toplama sistemi bozuldu. şimdi kablonun yarısı dışarda kalıyor. mecburen servise götürmem gerekecek.",Bağlamsal/Diğer
"dokunmanik ve geniş ekran olması ve kamerası iyi ancak telefonu biraz kurcalayıp internet veya oyun işlerine girince şarjı fazla gitmiyor.. fiyat başka yerde daha uyguna da bulunabiliyor..eşimin geniş ekran ve kamera tercihleri neceniyle aldık, fena birtelfon değil..",Olumsuzlama
"birkaç saat önce teslim aldım. hemen denedim. güçlü bir ürün bekliyordum ben. güçsüz diyerek haksızlık edemem ama süper bir matkap da değil. fakat ev içinde kullanmak için gayet yeterli. içinden uç çıkmıyor, ben uç setiyle almıştım, siz de uç alın muhakkak.",Olumsuzlama
"yazması çok rahat bir kalem, ancak imza dışında kullanılması biraz zor. çünkü 1.0mm ucu normal yazım için çok kalın ve fazla mürekkep veriyor",Bağlamsal/Diğer
tlf güzel altin rengi tavsiye ederim fakat kamera bekledigim gibi değil isinma var bazen kasiliyor,Olumsuzlama
yuksek hizda kullanirken titredim yaptigi icin eli rahatsiz ediyor,Bağlamsal/Diğer
"hayatlarında ilk defa montaj yapacak insanlar için gönderilen bu kadar anlaşılması zor,özensiz hazırlanmış montaj şeması insanın hayatını karartıyor.renkli şekilde biraz daha ayrıntılı montaj şeması hazırlamak ve işi daha da kolaylaştırmak için gerekirse bir video hazırlamak o kadar mı zor.adamların internetten alış veriş yapan kişilere gönderdikleri montaj şeması ile bu işin montajını yapan ustaların kullandıkları şema ile birebir aynı.hayatında ilk defa montaj yapacak birisi bu kadar karmaşık şekli montaj ustası gibi anlayamayacağını bu kadar büyük şirket nasıl düşünemez.sonuç olarak şunu söyleyebilirim:tanidik montajci yoksa asla i̇nternetten mobi̇lya alipta hayatinizi karartmayin.",Olumsuzlama
ürün güzel ama inş. içindeki kum ilk günkü gibi kalır ve dağılmaz ufak tefek ses geliyor ama inş. dağılmaz uzun ömürlü kullanılabilir.,Bağlamsal/Diğer
telefon ithalatçı garantili olduğundan çince açılıyor ve aparatlar çin'e göre ayarlı. aparat dönüştürücü ve türkçeye geçerken biraz destek lazım.,Bağlamsal/Diğer
"sipariş ettiğim 2 adet 2 kg dumbbell, 1.5 kg olarak geldi. bu yetmezmiş gibi bir de ürün kullanılmış, her tarafı çarpılmış ve çizilmiş, kullanılamayacak durumda.",Yazım Bozukluğu
"geçen hafta aldım,kalorifer kazanından bile daha az ses çıkıyordur eminim,eski su ısıtıcım bilinmeyen bir marka olmasına rağmen bundan çok daha kısa sürede su ısıtıyordu.",Bağlamsal/Diğer
iyi araştırın derim...,Kısa Yorum
maus oyun için aldım çok iyi hakkını veriyor,Bağlamsal/Diğer
cocugumuz 2 yasinda ve dogdugu gunden beri prima kullaniyorduk..ta ki radikal bir karar verip fiyat rekabeti icin kalitenizden odun verene kadar..bu urun prima kalitesine yakismiyor..,Yazım Bozukluğu
üründe çok keski̇n bi̇r koku var bu koku ve i̇çeri̇si̇nde sağlik bakanliğinin uygunluk belgesi̇ gi̇bi̇ veya cc ve tse belgeleri̇ olabi̇li̇rdi̇.ben kullanmadim kokusundan ci̇lde temasda zarar görmemesi̇nden çeki̇ndi̇ği̇m i̇çi̇n kullanmadiğim i̇çi̇n yorum yapamiyacagim,Yazım Bozukluğu
adamlar kokmayan parfüm yapmış helal olsun büyük başarı.,Bağlamsal/Diğer
ürün kullanışlı ve yerli malı olması güven vermekte,Bağlamsal/Diğer
uygun fiyat,Kısa Yorum
herşey iyi tek ve büyük sorun çekim gücü düşük,Bağlamsal/Diğer
saat guzel ama kordonu sert,Bağlamsal/Diğer
ürün oldukça kısa. odada neredeyse belli olmuyor. malzeme kalitesi de çok iyi sayılmaz.,Bağlamsal/Diğer
"ürünü aldım, ismi yeter diye düşünüyorum kaliteli fazla söze gerek yok fena değil ürünü tavsiye ederim. herkes alıp rahatlıkla kullanabilir. teşekkür ederim.",Olumsuzlama
- dokunmatik ekran,Kısa Yorum
daha önce buna benzer bir ürün kullandım fakat bbu ürünün fiyatı ve garanti özellikleri sıkıntılı olabiliyo daha tanındık markalarda bayilikte sıkıntını çözebiliyosun gerçi bu fiyata 7 gün denemek gerekir diye düşünnüyorum,Bağlamsal/Diğer
"buradan satın aldığım ürünün, 3 haftalık kullanım izlenimlerini buradan paylaşıyorum",Bağlamsal/Diğer
sonuç olarak siz siz olun bildik markalardan sasmayin...,Bağlamsal/Diğer
"ürün hafif pürüzlü, düz zeminde denge problemi oluşturuyor.",Bağlamsal/Diğer
genel anlamda iyi. ancak kablosu 5 m. ya var ya yok. odası büyük olanların bir de uzatma kablosu siparişi vermesi lazım. ayrıca kablo sargı yeri motora yakın olacakki 3 dk çalıştıktan sonra kablonun biraz ısındığını görüyorsunuz. hortum kısmı da ii deil.uzatma kısmı plastik.eğiliyor. emiş yeterli.hafif.,Olumsuzlama
"delta dambıl setinin yanına bu eldiveni aldım. çok kaliteli olmasa da iş görür, fiyata göre fena sayılmaz. benimkinin bir tanesinde dikişler biraz açık geldi, ama çalışmaya engel değil. yalnız daha ilk takmamda elime siyah renk bulaştı, ama yıkamayla çıkıyor, önemli değil!",Olumsuzlama
oldukça agir. 7-8 saatte zor şarj oluyor. şarj olurken ayni zaman cebi şarj zaman aliyor,Bağlamsal/Diğer
* kurulumu için zorlandım. marangozda monte ettirdim.,Bağlamsal/Diğer
indirimdeydi diye aldım,Kısa Yorum
"ürün düşük sinyalleri yükseltirken (%10dan %94e) yüksek sinyalleri de düşürerek tüm sinyal seviyelerini %94te sabitliyor gözüküyor ancak buna rağmen sinyal kalitesinde zerre artış olmuyor yani çekmeyen kanallar yine çekmiyor. bu da sinyal seviyesinin gerçek anlamda artmadığına sadece göstermelik bir artış olduğuna işaret ediyor. zira sinyal kalitesi yüksek, sinyal seviyesi düşük kanallarda da değişen bir iyileşme sözkonusu değil. özetle sinyal seviyesi ve sinyal kalitesinden kaynaklı sorunlara çözüm olmuyor maalesef.",Olumsuzlama
telefonu inceleyerek aldım çok da mutlu oldum yüksek özellik düşük fiyat. özellik olarak arkadaşların dediği gibi sıkıntı yok lakin satın almak isteyen arkadaşlar şunu bilsin.,Olumsuzlama
basit amper çekimi düşük modemler için uygun. özellikleri çok ve harddisk bağlantılı modeminiz varsa almayın. 12v çıkış amperi 1a. bu değer düşük. en az 2a olması lazim. modemimde hard disk bağlı. modemi açtığımda disk devreye girerken cihaz aniden enerjiyi kesiyor. diski iptal ettim şu an çalışıyor. amper değerine önceden dikkat etseydim almazdım. normal modemi olanlar düşünmeden alabilir.,Bağlamsal/Diğer
arkadaşlar evet iyi bizde evimize alıyoruz ama indirip yaptık dedikleri fiyat zaten normal satışı aldanmayın..ben çok ünlü olan ve her yerde bulabileceğiniz bir alışveriş merkezinde daha uygun fiyatını verebilirim...yıkaması süper ama fiyatı daha düşük olabilirdi...,Yazım Bozukluğu
bunun haricinde başta da dediğim gibi malzeme kalitesi diğerlerine fark atar. kargo süresi ve paketleme süperdi.,Bağlamsal/Diğer
3)su geçirdi malasef.,Kısa Yorum
"iş gören bir kalem, mürekkebi çabuk kuruyor ve dış etkenlere karşı dayanıklı. lakin hızlı yazdığınız zaman eğer çok bastırmazsanız kalem vermesi gereken doygunluğu mürekkep bazında veremiyor. yazılar ya silik silik ya da çizgilerin kenarları siyah ortaları gri kalacak şekilde hoş olmayan sonuçlar veriyor. genel kalitesi güzel ama hızlı not tutmak için uygun bulmadım.",Bağlamsal/Diğer
günün teklifi olarak geçmektedir ama piyasada zaten bu fiyata satılmaktadır.,Bağlamsal/Diğer
"2 farklı derece ile karşılaştırdım 1,5 derece civarında fazla gösteriyor.",Bağlamsal/Diğer
"bu ürün benim için en az bebek bezi kadar olmazsa olmazım,kesinlikle kurtarıcı,bebeğim 8 haftalık ve doğumdan beri kullanıyorum,kirlenince atıyorum,ben hergün kullan at yapamam,masraf olur diyenler varsa,onlar da en azından misafirlikte kullanmak için alsınlar çok faydasını görecekler",Olumsuzlama
"ben bu markanın ürünlerini eve bile sokmam,fakat bu ürün bir puan karşılığı alındı...fena değil şimdilik...görüntü çok iyi.kumanda kapağına vida yapılmış,yani kapak kayboldu derdi yok.dahili uydu alıcıların ortak özelliği olan kanal geçiş yavaşlığı bunda da var...",Olumsuzlama
ürünü aldım 2 hafta giydim. ürünün sağı ve solundaki dalgalı şekillerden yırtılıyor.,Bağlamsal/Diğer
plastik kalitesi iyi degil ve hafif ve etkisiz bir gorunum veriyor.kirmizi işikla frekans veri̇yor o kadar açiklamaya plastik kaliteside eklenseydi herkes daha memnun olurdu sanirim.,Bağlamsal/Diğer
kız arkadaşıma almayı düşünüyorum ama dedigim gibi koku agır yaş ortalaması 35+ ustu olmalı...,Bağlamsal/Diğer
sağlıkla direk alakalı bir ürün olduğu için daha kaliteli ürünlere öncelik verilebilir.,Bağlamsal/Diğer
ayakları terletip daha çok üşümesine neden oluyor. bedava verilse giyilmez...,Bağlamsal/Diğer
yazarın ilk iki kitabını çok beğenerek okumuştum. hayranlık duyduğum bir yazardı; ancak bu kitabında anlam veremediğim birçok nokta var. kitapta ana hikayeye katkısı olmayan bir çok yaşam öyküsü var. yazar hikayeye hiçbir katkısı olmamasına rağmen o kadar gereksiz karakterin hayat hikayelerini neden kitaba soktu anlama veremedim. olmamış bence. bütünlükten yoksun bir kitap.,Olumsuzlama
"parcalar birbirine neredeyse gecmeyecek derecede siki ayarlanmis, kurarken caniniz cikiyor. sonrasinda da cok kolayca baglanti noktalari kiriliyor. 6 aylik bir kedi raflarda dolasirken parcalar kirilabiliyor. kedi yatagi olarak is goruyor",Bağlamsal/Diğer
i̇yi yönleri:,Kısa Yorum
"sokaktaki kediler, sanırım karışımdaki maddelerden olabilir pek iştahla yemiyorlar. ben de sokaktaki köpeklere dağıtıyorum bu mamayı. kediler sadece kuzu etli olanını sorunsuz şekilde yiyorlar. kuzu etli karışım dışındakileri sipariş ederken umarım bu ayrıntıyı dikkate alırsınız.",Bağlamsal/Diğer
"ürünü alalı 3 ay oldu, ürün ilk başlarda sıkı ve tam kavrıyor ama 2 aydan sonra bollaşıyor ve elinizle ufak bi temas etmeniz halinde çıkıyor bendeki üst kısımdan bollaştı ve çok kaygan bu fiyatı haketmiyor ..",Bağlamsal/Diğer
yapılan olumlu yorumlar gerçekten ilginç. hepsiburada.com yetkilileri bu dakikadan sonra umarım bu yorumları daha titiz değerlendirir.,Bağlamsal/Diğer
şeffaf yerine klasik tarzda geldi. ürün bilindik ürün.,Bağlamsal/Diğer
"hediye olan bulaşık deterjanı gelmedi, artık ne olduysa allah bilir. fakat müşteri hizmetlerine söyledim saolsunlar hemen döndüler ve göndereceklerini söyledirler. ürün güzel zaten.",Yazım Bozukluğu
8 gb yazıp kullanıma verilip sadece 2 gb kullanılabilmesi dışında bir problem yok. biz bu problemden muzdaribiz..,Olumsuzlama
ürünün ilk olarak değiştirilebilir bir sigortası yok yani aşırı yüksekte ürünün ömrü tek kullanımlık olacak.ikincil olarak:fiyatının aşırı pahalı olmasından dolayı verdiğiniz ücrete değmiyor.çünkü tüm bu tür ürünlerin özellikleri aynı belli bir joule değerinde akımın geçmesine izin vermemeleri amacıyla üretilirler.düşük akım koruması olarak ise en güvenilir yöntem ups kullanmaktır.,Olumsuzlama
cihazin resmi olarak turkce destegi yok.,Olumsuzlama
arada ağ var olsada internet gidiyor sınırlı bağlantı oluyor. fabrika ayarlarına döndürmeden düzelmiyor.,Bağlamsal/Diğer
"uzunluğu,kalınlık derecesi pilates için oldukça uygun,kokusu yok,bu iyi bir özellik.fiyatı çok uygun.",Olumsuzlama
"ufak, hafif bir ürün. kullanışlı olduğu pek söylenemez, yakmak için epeyce bir uğraşmanız gerekiyor. görsel olarak orta-alt düzey bir çakmak. masa üstünde aksesuar niyetine yarar, çakmak olarak sınıfta kalır.",Bağlamsal/Diğer
kendi modelinden olan cihazları daha fazla çekıyor dıger cihazları az hız konusu süper dıger özelligide aynı olsaymıs on numara olurmus,Bağlamsal/Diğer
bu hepsiburada.com sitesinde bilgileri yazan kişileri çok çalıştırıyorlar galiba. baksanıza 32 megabyte hafıza sahip telefon var diye ayrı bir kategori açıp satışını yapıyorlar. bravo sizlere.,Bağlamsal/Diğer
arkadaşlar ben aldim tlf iyi ama tek sorunu ram 500mb olunca isi kasiyor,Bağlamsal/Diğer
oturduğum daire 6 kat. basıç su basıncı gidip geliyordu. yani su azalıp çoğalıyordu ürünü hepsi buradan istedim elime 2 gün içinde geçti montajını klavuza göre yapmama ragman sonuç alamadım,Bağlamsal/Diğer
ürünün zamaninda elime ulaşması güzel yanliz ürün 2016 ürünü degil 2015 uretimi.,Bağlamsal/Diğer
fazla siradan buldum etki̇lendi̇ği̇m hi̇ç bi̇r kisim yoktu,Olumsuzlama
ürün fabrikasyon ses verisine göre çok gürültülü. aynı gün kargoya verildi ve ertesi gün teslim edildi. gelen servisten çok memnunuz.,Bağlamsal/Diğer
ürünün kalitesi kötü yapışanı gece çıkmış kafama yapışmış halde buldum saba bandı başka marka almıştım o iyi idi yine on dan almayı planlıyorum,Karma Duygu
içinde fermurlaı yada fermuarsız hiç bir göz yok alacakların bunu bilmesinde fayda var,Olumsuzlama
"onun dışında parfüm şişesi hoş, koku aynı eskisi gibi",Bağlamsal/Diğer
rahat sürülüyor ama çok rahat da dağılıyor güzel tutmuyor..,Bağlamsal/Diğer
normal bi̇ ci̇haz bu fi̇yata alinirmi dersen alinir,Bağlamsal/Diğer
iyi hoş güzelde işaretle seçeneğinde tümünü işaretle cıkıyor.bu acıdan ıyı degıl ayrıca ara sıra kamera tutukluk yapıyor.birde tel sessiz modunda iken tıtresim cok az,Bağlamsal/Diğer
+ taşınması kolay,Kısa Yorum
guzel telefon ama sarj olurken asiri derecede isiniyor,Bağlamsal/Diğer
